property_name,property_id,breadcrumbs,price,image_url,description,seller_name,location,property_type,bathroom,bedroom
Studio fully furnished flat for rent at Thondayad bypass,1639834484,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Studio fully furnished flat for rent at Thondayad bypass']","{'amount': '19,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/98xt737g786b-IN/image;s=850x0,Studio fully furnished flat for rent at Thondayad bypass,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Pottammal 3BHK apartment for rent 35000 per month,1774063659,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', 'Pottammal 3BHK apartment for rent 35000 per month']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/iq0tqpbc43df1-IN/image;s=850x0,This is 3BHK Fully furnished apartment with swimming pool gymnasium security CCTV with gated community facilities,Seashore Realtors,"Pottammal, Kozhikode, Kerala",Apartments,3,3
2 Bhk Ground floor House,1775509621,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Parayanchery', '2 Bhk Ground floor House']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/bqe8kcv09vj23-IN/image;s=850x0,2 bhk Ground floor for rent,D Real,"Parayanchery, Kozhikode, Kerala",Houses & Villas,2,2
Karaparamba homeo college 2 BHK house for rent only family,1775303984,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', 'Karaparamba homeo college 2 BHK house for rent only family']","{'amount': '9,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kro4yy68enwo-IN/image;s=850x0,Karaparamba 2 BHK house for rent,96456575I6,"Karaparamba, Kozhikode, Kerala",Houses & Villas,0,2
Rooms 4Bachelors & couples. Rent Single Room 7000 Double Room 5000each,1707275998,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kallai', 'Rooms 4Bachelors & couples. Rent Single Room 7000 Double Room 5000each']","{'amount': '5,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/na0o0hsld4pu2-IN/image;s=850x0,For Monthly Rent only.Single and Double Rooms Available.(Attached bathroom) Near Iqra Hospital.Oppo Kallai Railway Station cali cut.,"New Everest Lodge, Kallai, Calicut.","Kallai, Kozhikode, Kerala",Builder Floors,1,1
New house with 7 bedrooms .Walking distance from Hi lite  mall calicut,1774496476,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba Paroppady', 'New house with 7 bedrooms .Walking distance from Hi lite  mall calicut']","{'amount': '70,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/h1odqizc9to31-IN/image;s=850x0,Walking distance from hilite mall ,Asil,"Malaparamba Paroppady, Kozhikode, Kerala",Apartments,4+,4+
"3BHK Residential Furnished Flat For Rent at Karaparamb, Calicut(MT)",1775475257,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Karaparamba', '3BHK Residential Furnished Flat For Rent at Karaparamb, Calicut(MT)']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/l23uxh3l9wok1-IN/image;s=850x0,Are you looking for a Flat ?,Big Deals,"Karaparamba, Kozhikode, Kerala",Apartments,3,3
4BHK villa near Pachakkal thanal ikra 25 K,1775414711,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', '4BHK villa near Pachakkal thanal ikra 25 K']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2ddxhel4yare3-IN/image;s=850x0,Doctor area,Pro Rent Buy n Sell,"Malaparamba, Kozhikode, Kerala",Houses & Villas,4,4
"FIRST  FLOOR FOR RENT,KUTHIRAVATTOM,CALICUT",1654322601,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kuthiravattom', 'FIRST  FLOOR FOR RENT,KUTHIRAVATTOM,CALICUT']","{'amount': '11,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/eompa2z6kmjp2-IN/image;s=850x0,"TWO BEDROOM ATTACHED,HALL,KITCHEN,KWA WATER,CAR SITE",HEAVEN REAL ESTATE AGENT,"Kuthiravattom, Kozhikode, Kerala",Apartments,2,2
Eranjipalam 1 room fully furnished apartment for rent only 1 lady,1774545158,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranjipalam', 'Eranjipalam 1 room fully furnished apartment for rent only 1 lady']","{'amount': '4,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qigxizamnwis3-IN/image;s=850x0,Eranjipalam fully furnished room for rent ,96456575I6,"Eranjipalam, Kozhikode, Kerala",Apartments,0,1
Thondayad bypass,1775699113,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Thondayad bypass']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/fjbhitapsrb23-IN/image;s=850x0,Flat or apartment,Sajeesh,"Thondayad, Kozhikode, Kerala",Apartments,3,3
3 bedroom.  spacious hall.for rent near chevayur kalyan flat,1775150194,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayur', '3 bedroom.  spacious hall.for rent near chevayur kalyan flat']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9ypx46vzpc0c2-IN/image;s=850x0,3 bedroom.  spacious hall.for rent near chevayur kalyan flat. open well.,All Rentals,"Chevayur, Kozhikode, Kerala",Houses & Villas,0,3
1BHK FLAT FOR RENT IN KALLEKAD PALAKKAD,1763973365,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Palakkad', 'For Rent: Houses & Apartments in Kallekkad', '1BHK FLAT FOR RENT IN KALLEKAD PALAKKAD']","{'amount': '6,300', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dmoemfdb7iqc-IN/image;s=850x0,IN THE HEART OF PALAKKAD IN KUNNATHURMEDU 1BHK FLAT FOR RENT SUITABLE FOR FAMILY,Prasad Chandran,"Kallekkad, Palakkad, Kerala",Apartments,2,1
3bhk small house,1774018241,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '3bhk small house']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s02sot8khfix-IN/image;s=850x0,"Well water, 50k advance",Property hunt,"Chevarambalam, Kozhikode, Kerala",Houses & Villas,3,3
ഫ്ലാറ്റുകൾ.വില്ലകൾ  കോഴിക്കോട്,1770460050,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', 'ഫ്ലാറ്റുകൾ.വില്ലകൾ  കോഴിക്കോട്']","{'amount': '28,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/atc1zqumarc03-IN/image;s=850x0,2 ബെഡ്റൂം 3 ബെഡ്റൂം 4 ബെഡ്‌റൂം,Property hunt,"Nadakkavu, Kozhikode, Kerala",Apartments,3,2
Luxury apartment,1775645678,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', 'Luxury apartment']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1vix1wcsb1tc1-IN/image;s=850x0,"Best location in calicut city.fully furnished. Easy excess to all parts of calicut city..market, schools, mall,shopping centers hospitals everything walking distance.with gym pool kids play area .spacious flat ,bedroom and kitchen. No disturbing environment  calm and quite .",Samad,"Pottammal, Kozhikode, Kerala",Apartments,2,2
House for rent,1775621390,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Thrissur', 'For Rent: Houses & Apartments in Viyyur', 'House for rent']","{'amount': '22,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ixj51oek1aec3-IN/image;s=850x0,"Ground floor portion of a house with 3 bhk setup.2 bedroom with AC.4 km from thrissur town. restaurent,pump,theatre, within 1 km .chinmaya school, govt engg college,vimala college,within 2 km",Ajesh VS,"Viyyur, Thrissur, Kerala",Houses & Villas,4,3
Studio fully furnished flat for Rent,1630591642,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Studio fully furnished flat for Rent']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/46alynlpn5cn1-IN/image;s=850x0,"Studio ,1bhk ,2bhk,3bhk",FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Play school  ന് അനുയോജ്യം,1769848351,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', 'Play school  ന് അനുയോജ്യം']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ucrlhttrpvcj-IN/image;s=850x0,"4 ബെഡ്റൂം attached,  കിണർവെള്ളം",Property hunt,"Kovoor, Kozhikode, Kerala",Houses & Villas,4,4
COMMERCIAL &RESIDENTIAL HOUSE FOR RENT NEAR MANKAVE CALICUT,1713448667,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', 'COMMERCIAL &RESIDENTIAL HOUSE FOR RENT NEAR MANKAVE CALICUT']","{'amount': '50,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mq3aocim3l16-IN/image;s=850x0,COMMERCIAL &RESIDENTIAL HOUSE FOR RENT NEAR MANKAVE CALICUT.,HEAVEN REAL ESTATE AGENT,"Mankavu, Kozhikode, Kerala",Houses & Villas,3,4
"5A flat at Reigate greens malaparambu, kozhikode",1772688274,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', '5A flat at Reigate greens malaparambu, kozhikode']","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mj8kiz4urgux-IN/image;s=850x0,"4BHK fully furnished flat, highly maintened and good looking flat for rent",Harsha U,"Malaparamba, Kozhikode, Kerala",Apartments,4,4
2BEDROOM 2 BATH ATTACHED,1769852873,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Mankavu', '2BEDROOM 2 BATH ATTACHED']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dx6kd9phviss1-IN/image;s=850x0,2BEDROOM 2 BATH ATTACHED FIFTEEN THOUSAND AND FIFTY THOUSAND ADVACE ROAD SIDE,GREENVILLA,"Mankavu, Kozhikode, Kerala",Houses & Villas,2,2
4BHK LUXURY FLAT FOR RENT FULLY FURNISHED,1775116794,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Nadakkavu', '4BHK LUXURY FLAT FOR RENT FULLY FURNISHED']","{'amount': '60,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/36iu3fhpltoj1-IN/image;s=850x0,4bhk luxury flat for rent fully furnished ,VINTAGE PROPERTIES,"Nadakkavu, Kozhikode, Kerala",Builder Floors,4,4
1bhk Fully furnished flat for at Calicut,1581732710,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '1bhk Fully furnished flat for at Calicut']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/977tz82d5y5r2-IN/image;s=850x0,1bhk Fully furnished flat for at Calicut,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,1,1
"3 bhk, Kovoor",1775512884,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Kovoor', '3 bhk, Kovoor']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/qe8wv5qqe35j3-IN/image;s=850x0,3 bhk for rent,D Real,"Kovoor, Kozhikode, Kerala",Houses & Villas,3,3
DOUBLE STORIED HOUSE FOR RENT ERANJIPALAM,1715177250,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Eranhipalam', 'DOUBLE STORIED HOUSE FOR RENT ERANJIPALAM']","{'amount': '3,50,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/12fayf3v1mt61-IN/image;s=850x0,"THREE BEDROOM ATTACHED ,HALL ,KITCHEN ,KWA WATER,2 CAR PARKING ,",PARUDEESA PROPERTY,"Eranhipalam, Kozhikode, Kerala",Houses & Villas,3,3
Independent house for rent - Civil Station,1775155327,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Civil Station', 'Independent house for rent - Civil Station']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ubqr55azpwx72-IN/image;s=850x0,Independent house for rent,Sarath Shanmughan,"Calicut Civil Station, Kozhikode, Kerala",Houses & Villas,2,2
BACHELORS ALLOWED DOUBLE STOREYED HOUSE FOR RENT POTTAMMAL CALICUT,1759367873,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Pottammal', 'BACHELORS ALLOWED DOUBLE STOREYED HOUSE FOR RENT POTTAMMAL CALICUT']","{'amount': '30,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/antbgsgd827k-IN/image;s=850x0,BACHELORS ALLOWED DOUBLE STOREYED HOUSE FOR RENT POTTAMMAL CALICUT,HEAVEN REAL ESTATE AGENT,"Pottammal, Kozhikode, Kerala",Houses & Villas,4,4
1BHK HOME FOR RENT IN CALICUT,1775331891,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', '1BHK HOME FOR RENT IN CALICUT']","{'amount': '6,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ggi6g4uk7py33-IN/image;s=850x0,1BHK home for rent within 2 kms from Calicut  medical College,dhanisha,"Chevayoor, Kozhikode, Kerala",Houses & Villas,1,1
2 BHK Fully Furnished Premium Luxury Apartment,1753959687,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Nilambur', 'For Rent: Houses & Apartments in Chandakunnu', '2 BHK Fully Furnished Premium Luxury Apartment']","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/s8xhl1kpqoyf2-IN/image;s=850x0,"Sarah Homes is a Premium Luxury Apartment located near Nilambur Railway Station. There are 6 units of 2 BHK Apartment each unit having proper living, dining, balcony, 2 bedrooms with attached bathrooms and fully equipped kitchen. The unit is fully furnished with modern amenities including lights, fans etc. ",Pramod Kuttiyil,"Chandakunnu, Nilambur, Kerala",Apartments,2,2
3 bhk furnished house for rent near malaparamba,1775138816,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', '3 bhk furnished house for rent near malaparamba']","{'amount': '16,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/u7eutmlz15251-IN/image;s=850x0,3 bhk furnished independent house for rent near malaparamba,Jothish,"Malaparamba, Kozhikode, Kerala",Houses & Villas,3,3
3 bhk full furnished house for rent.,1762674925,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thadambattuthazham', '3 bhk full furnished house for rent.']","{'amount': '25,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/2l5c6h1jvsdt1-IN/image;s=850x0,"Welcome to this charming 3-bedroom, fully furnished house nestled in a serene neighborhood. This spacious home boasts a cozy living room perfect for relaxation, a well-equipped kitchen for culinary adventures, and a dining area for enjoying meals with family and friends. Each of the three bedrooms offers comfortable sleeping arrangements and ample storage space. The house also features modern amenities including air conditioning, high-speed internet, and smart home technology for convenience. Outside, you'll find a lush garden area ideal for outdoor gatherings and a private parking space for your convenience. Whether you're seeking a peaceful retreat or a place to entertain, this furnished 3BHK house is sure to exceed your expectations.",Gopalakrishnan PV,"Thadambattuthazham, Kozhikode, Kerala",Houses & Villas,3,3
"Near baby memorial hospital,azhakudi temple road,op.mgi institute",1774328898,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Asokapuram', 'Near baby memorial hospital,azhakudi temple road,op.mgi institute']","{'amount': '3,300', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/m5mlxruzbb012-IN/image;s=850x0,"Heart of the city , easy access to everyhwere, clean and neat rooms, priority for students",Roshan,"Asokapuram, Kozhikode, Kerala",Apartments,2,2
Luxury studio flat for rent near cyberpark thondayad,1705650619,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Luxury studio flat for rent near cyberpark thondayad']","{'amount': '18,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/1qssvllcvfat2-IN/image;s=850x0,Luxury studio flat for rent near cyberpark thondayad.,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Nwar meithra hospital/centeal school,1774622159,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in East Hill', 'Nwar meithra hospital/centeal school']","{'amount': '9,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/alul81x1ptvk3-IN/image;s=850x0,House for rent,hansan edakrishivayalil,"East Hill, Kozhikode, Kerala",Houses & Villas,2,2
3bhk luxury semi furnished flat for rent at Thondayad bypass,1768448385,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '3bhk luxury semi furnished flat for rent at Thondayad bypass']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ahfekpkbflz6-IN/image;s=850x0,3 bhk Luxury  Branded semi furnished flat for rent near Pantheerankavu ,FAISAL,"Thondayad, Kozhikode, Kerala",Apartments,3,3
House for rent @chevayoor,1766181233,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevayoor', 'House for rent @chevayoor']","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/yfydcah9qf5d3-IN/image;s=850x0,Compound wall well water near by main road,Sunil Kc,"Chevayoor, Kozhikode, Kerala",Houses & Villas,3,3
3 bhk Semi furnished Flat For Rent At Puthiyara,1768446885,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Puthiyara', '3 bhk Semi furnished Flat For Rent At Puthiyara']","{'amount': '31,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/obu5er666xox-IN/image;s=850x0,3 bhk Semi furnished Flat For Rent At Puthiyara,Endless properties,"Puthiyara, Kozhikode, Kerala",Apartments,2,3
3 bhk upstair.Students/ladies/boys/bachlors. Parayanchery. Calicut.,1775021606,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Parayanchery', '3 bhk upstair.Students/ladies/boys/bachlors. Parayanchery. Calicut.']","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0gvngjyi3l4o3-IN/image;s=850x0,3 bhk upstair &downstair rent. Maximum 8members..students/ladies/boys/exe bachlors parayancery.calicut.100 mtr maim road. 500 mtr new busdtand. 1 km railway station.,Jithu,"Parayanchery, Kozhikode, Kerala",Houses & Villas,3,3
1000 sq godwon for rent in calicut,1775622697,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Calicut Beach', '1000 sq godwon for rent in calicut']","{'amount': '16,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7s35i928w3nd1-IN/image;s=850x0,"1000 sq godwon for rent in calicut beach main road, in conad beach. 16000 rent",Mk calicut,"Calicut Beach, Kozhikode, Kerala",Houses & Villas,0,0
Ultra luxury studio flat for rent near cyberpark thondayad bypass,1745373165,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'Ultra luxury studio flat for rent near cyberpark thondayad bypass']","{'amount': '19,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/vlu059s88rif-IN/image;s=850x0,Luxury studio flat for rent near cyberpark calicut,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,1,1
Rentals Budget Flat,1775400980,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in West Hill', 'Rentals Budget Flat']","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/cpwp63kvxmgk1-IN/image;s=850x0,"2 BHK, 1 attached (European) and 1 common(Indian) bath at West Hill, Kozhikode. Only two Wheeler parking available.",Saseendran,"West Hill, Kozhikode, Kerala",Apartments,2,2
PG near cyber park and devagiri college,1747318942,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Naliptazham', 'PG near cyber park and devagiri college']","{'amount': '3,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/g77ifbgjxgso2-IN/image;s=850x0,Homely food available,kumar k Nambiar,"Naliptazham, Kozhikode, Kerala",Apartments,4,4
HI LITE METROMAX 2 BHKFULLY FURNISHED FLAT FOR RENT,1771730318,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', 'HI LITE METROMAX 2 BHKFULLY FURNISHED FLAT FOR RENT']","{'amount': '25,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ojgoak6w9s69-IN/image;s=850x0,METROMAX 2 BHK fully  FURNISHED FLAT FOR RENT,Muneer..,"Thondayad, Kozhikode, Kerala",Apartments,2,2
"Upstairs 2BHK for rent , near union bank middle hill malappuram",1766675504,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Malappuram', 'For Rent: Houses & Apartments in Malappuram Up Hill', 'Upstairs 2BHK for rent , near union bank middle hill malappuram']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/u6bfgyjh6edt2-IN/image;s=850x0,"2 BHK house for rent Upstairs . Mainly preferred for Bank employees, Govt employees . It’s a Residential area",Dhan,"Malappuram Up Hill, Malappuram, Kerala",Houses & Villas,2,2
4bhk luxury furnished flat for rent near thondayad bypass,1740768766,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Thondayad', '4bhk luxury furnished flat for rent near thondayad bypass']","{'amount': '55,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9mn2s2qlssbs-IN/image;s=850x0,4bhk luxury furnished flat for rent near thondayad bypass.,PN PROPERTIES,"Thondayad, Kozhikode, Kerala",Apartments,4,4
2BHK neat apartment near Chevarambalam 12k,1775038961,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Chevarambalam', '2BHK neat apartment near Chevarambalam 12k']","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/9jjj5i26pvhc1-IN/image;s=850x0,Safe ,Pro Rent Buy n Sell,"Chevarambalam, Kozhikode, Kerala",Apartments,2,2
"Panayam house,300 mtr near malaparamba,15 lakh panayam",1775683858,"['Home', 'Properties', 'For Rent: Houses & Apartments', 'For Rent: Houses & Apartments in Kerala', 'For Rent: Houses & Apartments in Kozhikode', 'For Rent: Houses & Apartments in Malaparamba', 'Panayam house,300 mtr near malaparamba,15 lakh panayam']","{'amount': '15,00,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/t6mbw3642tst3-IN/image;s=850x0,"Panayam house,300 mtr near malaparamba,15 lakh panayam",All Rentals,"Malaparamba, Kozhikode, Kerala",Houses & Villas,0,3
